Station1_mp_0,Station1_mp_1,Station1_mp_2,Station1_mp_3,Station1_mp_4,Station1_mp_5,Station2_mp_6,Station2_mp_7,Station2_mp_8,Station2_mp_9,Station2_mp_10,Station2_mp_11,Station2_mp_12,Station2_mp_13,Station2_mp_14,Station2_mp_15,Station2_mp_16,Station2_mp_17,Station2_mp_18,Station2_mp_19,Station2_mp_20,Station2_mp_21,Station2_mp_22,Station2_mp_23,Station2_mp_24,Station2_mp_25,Station2_mp_26,Station2_mp_27,Station2_mp_28,Station2_mp_29,Station2_mp_30,Station2_mp_31,Station2_mp_32,Station2_mp_33,Station2_mp_34,Station2_mp_35,Station2_mp_36,Station2_mp_37,Station2_mp_38,Station2_mp_39,Station3_mp_40,Station3_mp_41,Station3_mp_42,Station3_mp_43,Station3_mp_44,Station3_mp_45,Station3_mp_46,Station3_mp_47,Station3_mp_48,Station3_mp_49,Station3_mp_50,Station3_mp_51,Station3_mp_52,Station3_mp_53,Station3_mp_54,Station3_mp_55
0.00014636,8.0,2.0,0.000195078,12.0,4.0,37005.56,0.003667969,53534.72,36274.95,16038.88,0.003888672,0.00128125,34.60799,0.0007753907,1190.13,27395540.0,0.001625,37438.16,7175210.0,0.003117188,36694.09,0.003675781,55107.46,37918.82,16021.58,0.003949219,0.001326172,36.53066,0.0009375,1182.44,26147310.0,0.001550781,39082.04,7637251.0,0.003072266,-0.000249725,0.0017294,-0.00124677,0.000951317,84.13953,0.003950501,116.0009,0.00436432,763.9699,0.005108644,0.004986878,-20.72207,88.83939,0.004176637,121.5552,0.00458954,771.569,0.005288087,0.00518097,-5.432295
0.000205142,9.0,3.0,0.000251134,14.0,4.0,38720.57,0.003642578,55872.68,38885.93,16129.25,0.003962891,0.001300781,21.14933,0.0008203125,1117.069,23470500.0,0.001597656,40016.45,6759568.0,0.003109375,38320.66,0.003648438,57047.43,39670.37,16265.76,0.003900391,0.00125,23.07199,0.001,1263.192,25354450.0,0.001544922,40889.34,10128430.0,0.003058594,-0.00053811,0.00228996,-0.00182135,0.00186562,98.97153,0.004016419,126.8044,0.004394532,765.5873,0.005115968,0.004976808,-20.78311,81.36235,0.004154664,103.5188,0.004562989,772.2404,0.005278932,0.005169068,-4.608295
0.00020018,9.0,2.0,0.000164534,15.0,4.0,37791.93,0.003664063,57791.5,40818.2,15890.84,0.003972657,0.001271484,38.45333,0.0008945313,1172.826,26366870.0,0.001591797,41829.52,11702250.0,0.003119141,37413.16,0.003683594,56635.98,39360.82,16240.76,0.0039375,0.00125,36.53066,0.0009082032,1142.064,26568120.0,0.001601563,40537.5,8695573.0,0.003146484,-0.00179467,0.00212491,-0.000456622,0.00180038,83.86487,0.00402649,106.9674,0.004437562,765.8926,0.005147096,0.005026246,-21.05777,95.88916,0.004161072,124.3934,0.004579469,771.3859,0.00527527,0.005168153,-4.08948
0.000148388,6.0,2.0,0.000187039,14.0,4.0,37549.67,0.003675781,55730.4,38284.13,16206.15,0.00396875,0.001332031,30.76266,0.0009394532,1142.064,26790160.0,0.001566406,39422.35,6606446.0,0.003119141,37588.13,0.003642578,56386.03,39178.17,16021.58,0.003976563,0.001296875,32.68533,0.0008808594,1195.898,27034370.0,0.001595703,40314.46,11049670.0,0.003125,-0.00184818,0.00231391,-0.00119073,0.00106588,65.82843,0.003977051,109.6835,0.004388124,765.9841,0.005091249,0.004968568,-21.17985,71.32176,0.004114381,106.9979,0.004521791,773.4001,0.00523224,0.005118715,-5.584888
0.00017348,9.0,3.0,0.000209267,16.0,4.0,37822.69,0.0036875,52867.55,35059.82,16350.35,0.003912109,0.001322266,38.45333,0.0009101563,1190.13,27352810.0,0.001574219,36305.71,4528255.0,0.003066406,37536.21,0.003679688,56536.0,39316.6,16002.35,0.003970703,0.001306641,36.53066,0.0009453126,1170.904,29372630.0,0.001570313,40452.89,7561516.0,0.003095703,-0.000578534,0.0013387,-0.00146612,0.00234812,90.48739,0.003995362,123.6,0.004402772,767.1743,0.005114137,0.004966737,-21.24088,71.32176,0.004177553,101.413,0.004594117,771.9352,0.005310975,0.005202028,-4.852443
0.000204933,7.0,2.0,0.000203465,14.0,3.0,39845.33,0.003697266,56347.58,39116.64,16046.57,0.00396875,0.001298828,24.99466,0.0009140625,1120.914,26660340.0,0.001578125,40291.39,7590851.0,0.003140625,39578.08,0.003714844,57904.94,40439.44,16213.84,0.003947266,0.001259766,24.99466,0.00096875,1126.682,27784180.0,0.001591797,41608.42,12282680.0,0.003101563,-0.000488852,0.0013102,-0.00180163,0.00144892,78.27998,0.004075013,111.8198,0.004482423,764.4887,0.005188295,0.005072938,-20.81363,84.20057,0.004183961,125.6447,0.004602357,772.8508,0.005300905,0.00518921,-5.12711
0.000142866,7.0,3.0,0.000202347,13.0,5.0,35205.94,0.003675781,52892.55,35517.41,16325.36,0.0039375,0.001357422,24.99466,0.0009863281,1157.445,25858550.0,0.001564453,36761.38,6770519.0,0.00303711,35548.18,0.003644531,54634.48,37115.15,16558.0,0.003919922,0.0013125,26.91733,0.0009414063,1142.064,25083910.0,0.001550781,38276.44,6047055.0,0.003064453,-0.00182806,0.00105609,-0.00056926,0.00239478,95.06516,0.004013672,125.6752,0.00439087,763.451,0.005118715,0.004985048,-20.81363,74.09895,0.004146424,123.0812,0.004561158,773.4001,0.005253297,0.005145265,-4.91348
0.000183685,8.0,2.0,0.000218213,14.0,4.0,38049.56,0.003703125,56386.03,39281.99,16046.57,0.003962891,0.001289063,26.91733,0.0008066407,1143.986,25800750.0,0.001597656,40420.21,6026732.0,0.003109375,37251.66,0.003673828,55863.07,38643.67,15929.29,0.003986328,0.001316406,24.99466,0.0009375,1199.744,24510900.0,0.001597656,39831.88,7372088.0,0.003101563,-0.00061368,0.000775555,-0.00144755,0.0018406,82.82724,0.00405304,102.8169,0.004464113,764.7023,0.005151674,0.005046388,-20.66103,91.46397,0.004191285,110.2634,0.004601442,773.98,0.005296327,0.005186464,-5.066073
0.000187739,9.0,3.0,0.000230655,13.0,5.0,38778.25,0.003640625,55305.49,37876.53,16148.47,0.003970703,0.001322266,40.37599,0.0008652344,1236.274,25840140.0,0.001574219,39082.04,6529885.0,0.003115234,39224.31,0.003644531,57078.19,39530.02,16267.68,0.003935547,0.001269531,36.53066,0.0009433594,1205.512,26567130.0,0.001607422,40720.14,9116922.0,0.003146484,-0.000378437,0.00244298,-0.000409675,0.00233858,76.6625,0.003972474,102.7863,0.004388124,767.3269,0.005095826,0.004967653,-21.05777,100.4669,0.004142762,121.189,0.004552918,772.3015,0.005266115,0.005155336,-4.394666
0.000184524,7.0,2.0,0.00021423,14.0,6.0,37718.86,0.003652344,55482.38,38151.46,16129.25,0.0039375,0.001300781,36.53066,0.0008964844,1109.378,25865840.0,0.001564453,39305.07,5257365.0,0.003087891,37442.0,0.003644531,56551.38,39493.48,16011.96,0.003966797,0.001292969,34.60799,0.0009179688,1111.301,24543750.0,0.001576172,40595.17,7886416.0,0.003142578,-0.0015488,0.00067635,-0.00146921,0.00196677,68.60561,0.004043885,98.57479,0.004454042,764.3361,0.005164491,0.005050966,-21.42399,95.79761,0.004156495,138.4014,0.004567567,773.4611,0.005278932,0.005169984,-5.035554
